ID,marka,naw3,9at3a,khochn,toul,3ordh,R,G,B,soum
26227,Zen,sport,maryoul,1.063333333,72,57,143,26,31,375.2
26228,Zen,mta3 a3res,serwel,0.998333333,80,61,152,27,30,425.5
26229,HA,confy,sabbat,1.031666667,56,57,135,24,28,255.3
26230,HA,sport,maryoul,1.036666667,26.4,54,104,19,22,47.5
26231,HA,mta3 a3res,sabbat,1.035,28,57,108,19,22,90.6
26232,HA,sport,t-shirt,1.015,92.8,55,161,29,33,924.8
26233,HA,confy,serwel,1.016666667,62.4,56,140,25,29,305.3
26234,HA,sport,serwel,1.035,82.4,57,152,27,31,447
26235,Bey&Bey,posé,sabbat,1.055,27.2,56,104,19,22,53.7
26236,HA,confy,maryoul,1.046666667,40,57,119,21,25,133.1
26237,Zen,sport,kabbout,1.043333333,40.8,59,120,22,25,176.8
26238,HA,sport,kabbout,1.033333333,112,56,170,30,35,1423.1
26239,HA,mta3 kolyoum,t-shirt,1.026666667,99.2,55,164,29,34,1241.7
26240,Zen,mta3 kolyoum,serwel,1.001666667,84.8,58,156,28,31,529.3
26241,Zen,posé,sabbat,0.993333333,129.6,59,180,33,36,1142.7
26242,Kontakt,sport,sabbat,1.075,80.8,57,148,26,32,553.8
26243,Bey&Bey,posé,serwel,1.065,24,57,101,18,21,48.5
26244,Armani,sport,serwel,0.98,20,60,126,22,25,118.6
26245,Armani,posé,sabbat,1.021666667,56.8,58,136,25,28,216.9
26246,HA,formel,maryoul,1.04,96,57,160,29,33,553.5
26247,Armani,mta3 kolyoum,serwel,1.05,100,62,162,29,34,594.7
26248,HA,posé,hoodie,1.033333333,92,55,160,28,33,360.6
26249,Bey&Bey,mta3 kolyoum,serwel,1.055,56,56,132,24,28,226.4
26250,Zen,sport,t-shirt,1.011666667,80.8,63,151,27,31,635.3
26251,HA,formel,t-shirt,1.028333333,33.6,54,113,20,23,77.1
26252,Armani,mta3 kolyoum,t-shirt,1.011666667,24,58,103,18,21,66.1
26253,Kontakt,sport,maryoul,1.075,81.6,56,149,26,32,404.4
26254,HA,sport,kabbout,1.011666667,33.6,55,115,21,23,103.1
26255,HA,mta3 a3res,sabbat,1.04,32.8,58,113,20,23,108.5
26256,HA,mta3 a3res,t-shirt,1.013333333,32.8,56,113,20,23,107.6
26257,Armani,mta3 a3res,sabbat,1.043333333,32.8,58,114,20,23,110.7
26258,Armani,formel,maryoul,1.03,80.8,58,153,27,31,418.5
26259,Armani,sport,maryoul,1.04,39.2,58,119,21,25,107.2
26260,HA,classy,t-shirt,1.031666667,62.4,57,139,25,29,236.5
26261,Zen,mta3 a3res,maryoul,1.051666667,36.8,56,116,21,24,100.6
26262,Zen,mta3 a3res,maryoul,1.053333333,48,57,127,23,27,159.9
26263,HA,sport,t-shirt,1.033333333,73.6,57,148,27,31,524.3
26264,Zen,sport,serwel,1.021666667,34.4,56.2,115,21,23,72.9
26265,Zen,confy,sabbat,1.03,40,58,119,22,25,162.4
26266,Bey&Bey,mta3 a3res,socks,0.936666667,36.8,61,122,22,23,180.6
26267,Armani,confy,maryoul,1,56,62,137,24,27,244.4
26268,Armani,sport,jacket,1.023333333,26.4,60,105,19,21,111.4
26269,Armani,formel,sabbat,1.033333333,81.6,58,152,28,32,445.9
26270,HA,sport,socks,1.015,25.6,56,105,19,21,102
26271,HA,sport,kabbout,1.023333333,20.8,56,97,17,20,54.5
26272,HA,posé,maryoul,0.996666667,122.4,59,177,32,36,1006.3
26273,Zen,posé,serwel,1.051666667,121.6,55,174,31,37,760
26274,Armani,formel,sabbat,1.018333333,160.8,60,192,34,39,1759.2
26275,HA,posé,serwel,1.04,80.8,57,151,27,31,469.3
26276,Bey&Bey,sport,socks,1.046666667,120.8,60,170,31,36,1465.4
26277,HA,formel,t-shirt,1.033333333,140.8,57,183,33,38,1172.2
26278,Armani,sport,kabbout,1.02,26.4,57,105,19,21,96.5
26279,HA,posé,serwel,1.03,72,57,146,26,30,410.1
26280,HA,formel,maryoul,1.033333333,105.6,57,165,30,34,716.2
26281,HA,posé,jacket,1.045,32.8,54,113,20,24,111.5
26282,HA,mta3 a3res,maryoul,1.025,130.4,56,179,32,37,1336.3
26283,Armani,posé,hoodie,1.045,80,59,151,27,31,205.8
26284,Armani,posé,serwel,1.02,87.2,62,157,28,32,439.5
26285,HA,posé,sabbat,1.05,25.6,57,103,18,22,64.8
26286,Zen,mta3 a3res,sabbat,1.055,64,59.8,137,25,29,328.3
26287,HA,mta3 a3res,socks,1.041666667,40.8,54,121,22,25,273
26288,HA,mta3 kolyoum,kabbout,1.008333333,29.6,57,110,20,22,98.3
26289,Zen,sport,serwel,1.05,82.4,57,151,27,32,431.5
26290,Armani,sport,serwel,1.021666667,56,58,136,24,28,210
26291,Zen,confy,sabbat,1.026666667,24,61,101,18,21,58.5
26292,Zen,confy,jacket,1.006666667,24.8,61,103,19,21,72.5
26293,Zen,confy,serwel,1.046666667,48,56,128,23,27,138.5
26294,Zen,confy,kabbout,1.033333333,40,55,120,22,25,210.5
26295,HA,confy,t-shirt,1.026666667,45.6,56.9,125,23,26,203
26296,Zen,mta3 a3res,serwel,1.053333333,42.4,55,122,22,26,111
26297,HA,mta3 kolyoum,jacket,1.02,27.2,57,107,19,22,127.2
26298,Bey&Bey,sport,t-shirt,0.958333333,40,56,125,22,24,142.9
26299,Armani,mta3 a3res,maryoul,1.043333333,129.6,58,178,32,37,1329.8
26300,Bey&Bey,sport,serwel,1.068333333,56,56,133,24,28,193.5
26301,HA,mta3 a3res,t-shirt,1.023333333,45.6,55,127,23,26,206.5
26302,HA,confy,kabbout,1.038333333,33.6,55,113,20,23,121.6
26303,HA,mta3 kolyoum,sabbat,1.021666667,28,56,107,19,22,82.9
26304,Zen,sport,t-shirt,1.046666667,56,58,133,24,28,261.3
26305,Armani,mta3 kolyoum,maryoul,1.015,28,58,107,19,22,64.4
26306,Bey&Bey,posé,maryoul,1.073333333,72,58,143,26,31,346.5
26307,Armani,posé,maryoul,0.973333333,46.4,59,130,23,25,133.2
26308,HA,confy,kabbout,1.026666667,19.2,56,95,17,19,67.8
26309,Zen,confy,maryoul,1.053333333,32,56,112,20,23,88.2
26310,HA,confy,jacket,1.043333333,24,54,101,18,21,82.6
26311,Bey&Bey,formel,maryoul,1.068333333,60.8,59,136,24,29,191.4
26312,HA,confy,sabbat,1.028333333,56,55,135,24,28,361.2
26313,Armani,mta3 kolyoum,t-shirt,1.04,48.8,57,129,23,27,220.7
26314,Armani,posé,sabbat,1.043333333,87.2,56,157,28,33,560.1
26315,HA,formel,sabbat,0.998333333,80.8,61,154,28,31,468.5
26316,Zen,confy,serwel,1.041666667,93.6,59,157,29,33,516.3
26317,HA,sport,kabbout,1.041666667,24,55,102,18,21,66.5
26318,HA,mta3 kolyoum,t-shirt,1.018333333,24.8,55,103,19,21,77.4
26319,HA,mta3 a3res,jacket,1.02,97.6,57,163,29,33,1302.9
26320,HA,mta3 a3res,socks,1.031666667,24.8,54,103,19,21,90.1
26321,HA,confy,kabbout,1.041666667,86.4,57,154,28,32,1030
26322,HA,confy,maryoul,1.033333333,64,57,141,25,29,329.7
26323,HA,sport,jacket,1.041666667,24.8,57,102,18,21,81.6
26324,HA,classy,sabbat,1.036666667,165.6,56,194,35,40,1150
26325,Armani,confy,t-shirt,1.015,62.4,57,141,25,28,336
26326,HA,mta3 kolyoum,t-shirt,1.025,25.6,56,104,19,21,86.2
26327,HA,posé,t-shirt,1.026666667,151.2,56,188,34,39,1755.3
26328,HA,posé,maryoul,1.023333333,28.8,56,108,19,22,68.4
26329,Zen,confy,serwel,0.978333333,76,63,152,27,30,352.7
26330,HA,mta3 a3res,serwel,1.028333333,44,55,124,22,26,118.3
26331,HA,posé,t-shirt,1.026666667,25.6,56,104,19,21,59.2
26332,Armani,formel,serwel,1.043333333,120.8,59,172,31,36,716.2
26333,HA,sport,t-shirt,1.048333333,24,57,102,18,21,77.6
26334,HA,sport,sabbat,1.021666667,129.6,55,179,32,37,1618.3
26335,HA,confy,sabbat,1.031666667,42.4,56,123,22,25,172.1
26336,Armani,classy,t-shirt,1,177.6,60,201,36,40,1870.6
26337,Zen,mta3 kolyoum,maryoul,1.001666667,56.8,60,136,25,27,292.1
26338,Zen,posé,maryoul,1.056666667,24,60,100,18,21,55.4
26339,Zen,mta3 kolyoum,maryoul,1.051666667,32.8,59,111,20,23,101.5
26340,HA,sport,kabbout,1.035,25.6,57,104,19,21,93.6
26341,HA,confy,sabbat,1.04,35.2,57,115,21,24,100.3
26342,Armani,posé,t-shirt,1.043333333,32,58,112,20,23,103.5
26343,Armani,mta3 a3res,sabbat,1.023333333,24.8,62,103,18,21,80.2
26344,Armani,confy,maryoul,1.038333333,32.8,56,113,20,23,105.9
26345,HA,formel,jacket,1.028333333,45.6,56,126,23,26,160.8
26346,HA,confy,t-shirt,1.023333333,32.8,55,114,20,23,107.6
26347,HA,posé,serwel,1.035,90.4,55,157,28,33,493.2
26348,HA,formel,t-shirt,1.033333333,19.2,56,94,17,19,43.2
26349,HA,mta3 kolyoum,kabbout,1.028333333,25.6,55,104,19,21,79
26350,HA,formel,kabbout,1.015,34.4,57,115,21,23,92.9
26351,HA,mta3 a3res,maryoul,1.045,40,56,121,21,25,128.6
26352,HA,sport,kabbout,1.021666667,56.8,56,136,24,28,330.7
26353,Armani,mta3 kolyoum,kabbout,1.023333333,81.6,58,153,27,31,1077.3
26354,Zen,confy,maryoul,1.048333333,32,58,111,20,23,70.7
26355,HA,posé,sabbat,1.03,86.4,56,156,28,32,562.5
26356,HA,mta3 a3res,socks,1.015,24,56,102,18,21,88.6
26357,Armani,confy,sabbat,1.016666667,24.8,59,103,18,21,68
26358,Armani,posé,maryoul,0.988333333,84,58,157,28,31,516.1
26359,Armani,mta3 a3res,sabbat,1.025,120,58,174,31,36,1419.9
26360,Armani,mta3 a3res,serwel,0.991666667,56,61,137,24,27,166.2
26361,Armani,mta3 kolyoum,maryoul,1.005,32,62,112,20,22,92.4
26362,Zen,sport,sabbat,1.031666667,80.8,59,150,27,31,575.9
26363,Bey&Bey,sport,t-shirt,1.06,72.8,60,143,26,30,428.4
26364,HA,formel,sabbat,1.03,86.4,54.2,155,28,32,535.7
26365,Armani,confy,jacket,1.023333333,40.8,60,121,21,25,232.3
26366,HA,mta3 a3res,jacket,1.03,28,55,107,19,22,94.5
26367,Zen,confy,t-shirt,1.063333333,21.6,60,95,17,20,40.7
26368,Zen,sport,t-shirt,1.04,120,57,171,31,36,1337.9
26369,Bey&Bey,formel,kabbout,0.956666667,80,59,156,28,30,403.2
26370,Zen,posé,maryoul,1.023333333,60.8,57,139,25,29,255.7
26371,Armani,confy,maryoul,0.985,26.4,59,108,19,21,69.3
26372,Zen,confy,jacket,1.011666667,20,58,96,17,19,57.5
26373,Zen,mta3 a3res,sabbat,1.026666667,56,60,132,24,27,273.7
26374,Armani,confy,t-shirt,1.031666667,72.8,59,147,26,30,516.7
26375,Kontakt,mta3 a3res,serwel,1.001666667,56.8,68,137,24,27,232.7
26376,Armani,confy,serwel,1.008333333,84.8,60,158,28,32,473.7
26377,HA,sport,socks,1.018333333,91.2,57,159,29,32,1031.3
26378,Armani,mta3 kolyoum,serwel,1.028333333,56.8,59,135,24,28,276.8
26379,Bey&Bey,confy,serwel,1.07,32,57,111,20,24,61.7
26380,HA,mta3 a3res,jacket,1.028333333,56,56,134,24,28,495.1
26381,HA,confy,socks,1.018333333,24,57,102,18,21,95.7
26382,HA,formel,sabbat,1.025,45.6,56,126,23,26,132.6
26383,HA,mta3 a3res,kabbout,1.023333333,28.8,56,109,20,22,105.9
26384,HA,mta3 a3res,t-shirt,1.023333333,42.4,57,122,22,25,180
26385,HA,formel,maryoul,1.011666667,25.6,57,104,19,21,43.2
26386,HA,posé,sabbat,1.033333333,85.6,57,155,28,32,582
26387,Zen,mta3 a3res,socks,1.006666667,29.6,57,110,20,22,99.5
26388,Armani,classy,sabbat,1.028333333,57.6,58,134,24,28,194.1
26389,Zen,mta3 kolyoum,maryoul,1.025,33.6,58,113,20,23,75.6
26390,HA,posé,serwel,1.02,100,57,164,29,33,581
26391,Armani,formel,sabbat,1.041666667,80.8,58,152,27,32,467.6
26392,HA,sport,kabbout,1.025,26.4,55,106,19,22,71.3
26393,HA,confy,serwel,1.046666667,40,55,120,21,25,118.1
26394,Armani,posé,maryoul,1.01,163.2,61,193,35,39,1245.4
26395,HA,mta3 a3res,kabbout,1.04,104,57,165,29,34,1273.4
26396,Armani,sport,t-shirt,1.031666667,26.4,59,105,19,22,66.6
26397,HA,classy,jacket,1.015,48.8,56,129,23,26,169.2
26398,Armani,mta3 a3res,sabbat,1.035,25.6,59,103,19,21,64.5
26399,Bey&Bey,posé,maryoul,1.061666667,42.4,55,122,22,26,124.2
26400,Armani,confy,maryoul,1.035,24,60,101,18,21,67.5
26401,HA,sport,jacket,1.03,110.4,56,169,30,35,1325
26402,Bey&Bey,sport,maryoul,1.063333333,72,61,144,26,31,377.4
26403,Zen,posé,kabbout,1.028333333,23.2,55,101,18,21,54.1
26404,HA,mta3 a3res,jacket,0.986666667,29.6,57,112,20,22,140.6
26405,HA,sport,t-shirt,1.036666667,96.8,56,163,29,34,902.6
26406,Zen,sport,serwel,1.05,82.4,60,150,27,32,375.5
26407,Zen,mta3 kolyoum,serwel,1.048333333,45.6,57,124,22,26,141.3
26408,Bey&Bey,formel,maryoul,1.065,120.8,63,170,31,36,736.5
26409,Zen,formel,sabbat,0.986666667,112,60,174,31,34,770.2
26410,HA,classy,maryoul,1.043333333,163.2,55,191,35,40,1269.6
26411,HA,mta3 kolyoum,maryoul,1.031666667,24,57,101,18,21,52.4
26412,Armani,classy,maryoul,1.028333333,40.8,56,122,22,25,95.6
26413,Zen,confy,sabbat,1.031666667,57.6,56,136,25,28,258.5
26414,Zen,mta3 a3res,t-shirt,1.025,42.4,59,123,22,25,182.1
26415,HA,mta3 a3res,socks,1.025,30.4,56,110,20,23,121.2
26416,HA,sport,sabbat,1.043333333,26.4,57,105,19,22,57.9
26417,HA,posé,maryoul,1.001666667,106.4,57,169,31,34,774.2
26418,Armani,confy,sabbat,0.996666667,42.4,58,125,22,25,181.3
26419,HA,sport,jacket,1.023333333,42.4,57,123,22,25,210.6
26420,Armani,posé,maryoul,1.02,165.6,60,194,35,40,1447.6
26421,HA,sport,kabbout,1.033333333,80.8,58,151,27,31,759.7
26422,Zen,mta3 a3res,sabbat,0.99,80.8,61,153,28,30,628.8
26423,HA,posé,sabbat,1.016666667,24,56,102,18,21,50.1
26424,Armani,confy,serwel,0.986666667,67.2,59,146,26,29,308.6
26425,HA,sport,maryoul,1.036666667,87.2,56,156,28,32,497
26426,Zen,sport,maryoul,1.02,26.4,56,105,19,21,52.1
26427,Armani,mta3 a3res,maryoul,1.038333333,80.8,59,151,27,31,496.9
26428,HA,confy,kabbout,1.038333333,32,54,112,20,23,109
26429,Armani,classy,sabbat,1.031666667,139.2,62,180,32,37,836.4
26430,Kontakt,mta3 kolyoum,maryoul,1.098333333,80.8,60,150,26,33,427.6
26431,HA,confy,sabbat,1.043333333,28.8,56,107,19,22,78.9
26432,HA,mta3 kolyoum,sabbat,1.021666667,34.4,55,114,21,23,131.4
26433,Zen,sport,serwel,1.04,25.6,59,103,19,21,42.1
26434,Zen,mta3 kolyoum,sabbat,0.975,62.4,56,144,26,28,329.8
26435,HA,sport,sabbat,1.015,88,56,158,29,32,693.9
26436,HA,sport,sabbat,1.041666667,80.8,57,152,27,32,601.9
26437,Armani,sport,serwel,1.018333333,100,58,165,29,34,434
26438,Armani,classy,maryoul,0.99,120.8,59,176,32,35,685.1
26439,Zen,mta3 a3res,sabbat,1.036666667,80,57,151,27,31,618.3
26440,HA,sport,t-shirt,1.041666667,91.2,56,158,28,33,725.5
26441,HA,sport,sabbat,1.036666667,64,56,141,25,29,283.4
26442,Zen,sport,sabbat,1.046666667,108,59,166,30,35,930.2
26443,HA,posé,t-shirt,1.028333333,42.4,56,123,22,25,160.7
26444,HA,classy,sabbat,1.028333333,113.6,56,171,31,35,794.2
26445,Armani,posé,serwel,1.026666667,162.4,58,193,35,40,1607.5
26446,Armani,formel,t-shirt,0.998333333,30.4,60,112,20,22,89.8
26447,Armani,confy,kabbout,0.993333333,84,60,156,28,31,985.8
26448,HA,sport,serwel,1.026666667,24.8,55.6,103,18,21,42.9
26449,HA,confy,sabbat,1.04,32.8,54,113,20,23,93.5
26450,Armani,formel,maryoul,1.043333333,33.6,58,113,20,23,62.6
26451,HA,sport,t-shirt,1.026666667,43.2,56,124,22,25,195.7
26452,Zen,posé,maryoul,1.04,46.4,55,126,23,26,126.2
26453,HA,classy,t-shirt,1.03,23.2,56,100,18,21,43.5
26454,Armani,sport,sabbat,0.996666667,80.8,61,155,27,31,562
26455,HA,classy,t-shirt,1.026666667,56,57,135,24,28,165.7
26456,Bey&Bey,confy,maryoul,1.071666667,40.8,54,121,21,26,162.4
26457,HA,confy,jacket,1.023333333,32.8,57,113,20,23,127.9
26458,Zen,sport,t-shirt,1.01,57.6,56,138,25,28,297
26459,HA,mta3 a3res,t-shirt,1.04,28,55,106,19,22,66.5
26460,HA,sport,socks,1.04,32.8,54,113,20,23,143.1
26461,Armani,formel,hoodie,1.043333333,68.8,56,145,26,30,182.8
26462,Zen,mta3 a3res,jacket,0.981666667,22.4,62,101,18,20,57.2
26463,Zen,mta3 kolyoum,maryoul,1.06,80.8,59,150,27,32,627
26464,HA,sport,t-shirt,1.026666667,96.8,57,162,29,33,1068.5
26465,HA,confy,sabbat,1.03,32.8,56,113,20,23,99.9
26466,Zen,mta3 a3res,sabbat,1.045,121.6,59,173,31,36,1406.6
26467,HA,confy,sabbat,1.013333333,28.8,56,110,19,22,101.3
26468,Armani,posé,sabbat,0.978333333,60.8,61,142,25,28,262.2
26469,Zen,formel,jacket,1.051666667,32.8,58,111,20,23,84.7
26470,Armani,posé,maryoul,1.025,105.6,61,167,30,34,716.3
26471,HA,mta3 a3res,maryoul,1.038333333,24,56,101,18,21,46.1
26472,HA,classy,serwel,1.038333333,42.4,58,121,22,25,100.2
26473,Zen,posé,serwel,1.033333333,120,63,171,31,36,716.1
26474,Zen,formel,maryoul,1.026666667,25.6,61,103,19,21,42.1
26475,Zen,posé,maryoul,1.046666667,132.8,56,178,32,38,1013.4
26476,Armani,posé,maryoul,1.043333333,83.2,59,153,27,32,498
26477,HA,confy,kabbout,1.03,24.8,58,102,18,21,71
26478,Bey&Bey,formel,maryoul,1.065,63.2,55,138,25,29,209.5
26479,Bey&Bey,posé,maryoul,1.01,80.8,61,150,27,30,424.2
26480,HA,posé,t-shirt,1.023333333,33.6,56,114,20,23,84.7
26481,HA,sport,socks,1.026666667,26.4,53,105,19,21,98.4
26482,Zen,confy,t-shirt,0.996666667,19.2,58,95,17,19,41.9
26483,HA,confy,sabbat,1.026666667,43.2,59,123,22,25,169.5
26484,HA,formel,kabbout,1.04,28,54,107,19,22,59
26485,HA,posé,maryoul,1.04,84,57,154,28,32,512.8
26486,Armani,sport,kabbout,1.035,24,59,101,18,21,87.8
26487,Armani,classy,kabbout,1.048333333,104,60,164,29,34,640.5
26488,HA,mta3 a3res,t-shirt,1.03,24.8,56,102,18,21,69.5
26489,Zen,formel,serwel,1.04,56,58,133,24,28,179.5
26490,Armani,sport,maryoul,1.038333333,122.4,58,174,31,36,1142.1
26491,HA,posé,jacket,1.045,24.8,54,102,18,21,70.7
26492,Kontakt,posé,hoodie,1.128333333,180,58,190,34,43,665.3
26493,Zen,classy,serwel,0.975,89.6,60,162,29,32,406.6
26494,HA,formel,t-shirt,1.023333333,83.2,58,153,28,31,557.2
26495,HA,sport,maryoul,1.043333333,72.8,56,148,27,30,399.1
26496,HA,formel,maryoul,1.026666667,32.8,56,113,20,23,63.9
26497,Zen,posé,kabbout,1.043333333,80,56,151,27,31,624.9
26498,Bey&Bey,mta3 a3res,t-shirt,1.055,64,55,139,25,29,311.6
26499,HA,formel,maryoul,1.033333333,41.6,54,122,22,25,101.9
26500,HA,confy,jacket,1.021666667,34.4,57,114,21,23,143.3
26501,Armani,mta3 kolyoum,t-shirt,0.986666667,56.8,59,140,25,27,371.8
26502,Armani,mta3 a3res,sabbat,1.05,63.2,59,138,25,29,295.3
26503,Zen,confy,jacket,1.03,18.4,59,92,16,19,47.2
26504,Armani,sport,socks,1.003333333,33.6,59,113,21,23,140
26505,HA,posé,t-shirt,1.046666667,96.8,54,161,29,34,792.8
26506,Armani,sport,sabbat,1.01,80,59,152,27,31,645.1
26507,HA,mta3 kolyoum,kabbout,1.026666667,56.8,54,136,25,28,432.5
26508,Bey&Bey,formel,sabbat,1.063333333,72,55,144,26,31,330.3
26509,HA,posé,sabbat,1.033333333,90.4,57,156,28,33,604.5
26510,HA,mta3 kolyoum,maryoul,1.03,56,55,135,24,28,347.1
26511,Armani,sport,t-shirt,1.035,126.4,59,176,32,37,1253
26512,Armani,mta3 a3res,sabbat,1.043333333,27.2,58,106,19,22,88
26513,HA,mta3 kolyoum,sabbat,1.041666667,25.6,56,105,18,22,97.2
26514,HA,mta3 a3res,serwel,1.01,62.4,55,142,25,29,238.6
26515,Armani,mta3 a3res,maryoul,0.996666667,80,59,154,28,31,505.8
26516,Armani,posé,serwel,1.04,201.6,57,207,37,43,1752.2
26517,Zen,confy,maryoul,1.023333333,36.8,62,116,21,24,104.2
26518,Zen,mta3 a3res,kabbout,0.998333333,24,56,103,19,21,73
26519,HA,confy,maryoul,1.016666667,57.6,56,138,25,28,297.6
26520,HA,posé,maryoul,1.003333333,88,56,160,29,32,482.7
26521,HA,confy,sabbat,1.035,87.2,57,157,28,32,781.3
26522,Armani,sport,sabbat,0.983333333,24.8,60,104,18,20,69.8
26523,HA,sport,jacket,1.025,48,56,129,23,26,250.9
26524,Armani,mta3 kolyoum,t-shirt,1,20.8,56,99,17,20,54.6
26525,Zen,posé,sabbat,1.003333333,80.8,60,153,28,31,589.7
26526,Zen,confy,kabbout,1.038333333,18.4,55,92,17,19,50.5
26527,HA,mta3 kolyoum,serwel,1.031666667,64,54,141,25,29,368.2
26528,Zen,confy,t-shirt,1.048333333,46.4,54,126,23,26,208.2
26529,Zen,formel,t-shirt,1.045,120,59,170,31,36,951.9
26530,HA,confy,maryoul,1.048333333,34.4,56,114,20,24,101.6
26531,Armani,mta3 kolyoum,maryoul,1.021666667,32,60,111,20,23,77.2
26532,Zen,mta3 a3res,serwel,1.035,121.6,58,172,31,36,955.2
26533,Bey&Bey,sport,serwel,1.068333333,72,63,142,25,30,324.6
26534,HA,posé,kabbout,1.031666667,24,54.5,102,18,21,63.1
26535,Zen,posé,maryoul,1.051666667,25.6,55,103,18,22,57.6
26536,Armani,sport,sabbat,1.02,80.8,58,154,27,31,586.4
26537,HA,sport,t-shirt,1.04,86.4,55,155,28,33,792.5
26538,HA,formel,jacket,0.995,94.4,54,164,30,33,637.8
26539,Armani,formel,sabbat,0.973333333,72,62,150,27,29,327.6
26540,HA,confy,serwel,1.035,160.8,57,189,34,39,1338.7
26541,Armani,sport,maryoul,1.036666667,33.6,58,112,20,23,94.5
26542,HA,formel,kabbout,1.015,42.4,56,124,22,25,135.1
26543,Zen,formel,sabbat,0.993333333,160.8,62,193,35,39,1591.9
26544,Zen,formel,sabbat,1.03,104,56,165,30,34,708.7
26545,HA,sport,sabbat,1.041666667,53.6,56,133,24,28,201
26546,HA,confy,t-shirt,1.025,28,57,107,19,22,71.8
26547,HA,posé,jacket,1.031666667,24,57,101,18,21,66.5
26548,HA,posé,kabbout,1.025,24,55,103,18,21,59
26549,HA,sport,sabbat,1.031666667,41.6,55,122,22,25,158.6
26550,Zen,confy,t-shirt,1.036666667,32.8,57,112,20,23,107.9
26551,Bey&Bey,confy,sabbat,1.068333333,40,58,119,21,25,139.7
26552,HA,classy,jacket,1.03,36.8,56,117,21,24,95.3
26553,HA,mta3 kolyoum,jacket,1.026666667,48,56,128,23,26,357
26554,HA,mta3 a3res,t-shirt,1.023333333,33.6,57,113,20,23,103.1
26555,HA,mta3 kolyoum,sabbat,1.038333333,24,53.9,102,18,21,76.2
26556,HA,formel,jacket,1.03,58.4,57,136,24,28,323.9
26557,HA,formel,serwel,1.038333333,98.4,55,162,29,34,477.3
26558,HA,sport,socks,1.025,24,55,102,18,21,86.3
26559,Armani,posé,t-shirt,1.021666667,32,59,113,20,23,102.1
26560,HA,sport,sabbat,1.045,94.4,55,160,29,33,856.4
26561,HA,confy,socks,1.033333333,24,54,102,18,21,94.3
26562,HA,mta3 kolyoum,sabbat,1.036666667,25.6,56,103,19,21,75.8
26563,HA,confy,serwel,1.048333333,81.6,57,152,27,32,479.8
26564,HA,confy,t-shirt,1,65.6,55,146,26,29,330.6
26565,HA,mta3 a3res,t-shirt,1.028333333,44.8,56,126,22,26,201.6
26566,Armani,classy,sabbat,1.006666667,105.6,58,168,30,34,580
26567,Armani,confy,maryoul,1.021666667,120,59,175,31,36,1081.9
26568,Armani,posé,kabbout,1.038333333,24.8,60,103,18,21,80.2
26569,Zen,sport,sabbat,1.063333333,80,58,149,27,32,638.9
26570,Bey&Bey,formel,maryoul,1.068333333,24,57,100,18,21,39.1
26571,Bey&Bey,confy,jacket,1.023333333,20,62,95,17,19,49.8
26572,HA,formel,jacket,1.001666667,41.6,56,124,22,25,145.4
26573,Armani,confy,serwel,1.028333333,40.8,58,122,21,25,126.5
26574,HA,posé,serwel,1.033333333,80,55,151,27,31,458
26575,HA,sport,kabbout,1.036666667,100,55,163,30,34,1098.3
26576,Armani,formel,sabbat,0.996666667,24.8,60,104,18,21,55.8
26577,Kontakt,posé,sabbat,1.086666667,120,58,169,30,37,1020.6
26578,HA,mta3 kolyoum,sabbat,0.991666667,24,56,104,18,20,77.8
26579,HA,classy,sabbat,1.038333333,58.4,55,136,25,28,210.1
26580,Armani,formel,hoodie,1.025,187.2,60,201,36,41,849.1
26581,Zen,confy,maryoul,1.061666667,40,58,119,21,25,129.3
26582,HA,confy,maryoul,1.023333333,58.4,56,137,25,28,288.6
26583,Zen,mta3 a3res,t-shirt,1.005,105.6,57,168,30,34,1057.5
26584,Zen,mta3 kolyoum,maryoul,1.046666667,27.2,58,105,19,22,62.6
26585,Zen,mta3 kolyoum,kabbout,1.023333333,32,58.3,112,20,23,135.9
26586,HA,mta3 a3res,hoodie,1.028333333,91.2,57,159,28,33,382.4
26587,Zen,posé,serwel,1.045,90.4,55,156,28,33,466.1
26588,HA,formel,serwel,1.03,110.4,57,169,30,35,579.6
26589,HA,sport,kabbout,1.03,40.8,56,121,22,25,219.7
26590,HA,confy,serwel,1.018333333,72.8,58,148,27,30,372.3
26591,Zen,mta3 a3res,kabbout,1.041666667,21.6,59,97,17,20,54.4
26592,HA,mta3 a3res,sabbat,1.043333333,24.8,57,102,18,21,80.2
26593,HA,sport,maryoul,1.011666667,76,56,149,27,30,446.9
26594,HA,sport,socks,1.018333333,44,57,124,22,25,238.3
26595,Zen,formel,sabbat,1.006666667,160,60,193,35,39,1645.9
26596,Zen,sport,t-shirt,1.021666667,82.4,56.1,154,28,31,751.1
26597,Zen,confy,maryoul,1.043333333,122.4,57,172,32,36,1238.6
26598,Armani,mta3 kolyoum,serwel,1.03,112,54,171,30,35,841.9
26599,HA,mta3 a3res,socks,1.033333333,24.8,56,103,18,21,104.6
26600,HA,mta3 kolyoum,maryoul,1.025,63.2,56,140,25,29,289.6
26601,Armani,sport,sabbat,1.03,123.2,58,176,31,36,1312
26602,HA,confy,maryoul,1.031666667,92.8,57,159,29,33,689.6
26603,HA,mta3 a3res,maryoul,1.033333333,40,55,120,22,25,130.4
